ticker,date,direction,confidence,entry_price,stop_price,tp1,tp2,spread_cost_pct,slippage_pct,outcome,exit_price,r_multiple,hold_bars,set
MSFT,2023-06-02,BUY,25.1,328.4434,319.5423,340.1101,340.1101,0.03,0.05,STOP_HIT,319.5423,-1.0,3,train
MSFT,2023-06-09,BUY,25.0,321.7767,310.0018,333.1625,333.1625,0.03,0.0,TP2_HIT,333.1625,0.967,4,train
MSFT,2023-06-16,BUY,24.8,332.4507,324.8578,348.8531,348.8531,0.03,0.05,STOP_HIT,324.8578,-1.0,5,train
MSFT,2023-06-26,BUY,24.9,324.9889,311.2462,335.638,335.638,0.03,0.0,TP2_HIT,335.638,0.7749,7,train
MSFT,2023-07-03,BUY,24.9,328.316,320.8953,344.2225,344.2225,0.03,0.05,STOP_HIT,320.8953,-1.0,4,train
MSFT,2023-07-11,BUY,25.0,329.6307,316.2002,337.8729,337.8729,0.03,0.0,TP2_HIT,337.8729,0.6137,3,train
MSFT,2023-07-18,BUY,24.5,354.4371,340.5865,367.0807,367.0807,0.03,0.05,STOP_HIT,340.5865,-1.0,2,train
MSFT,2023-07-25,BUY,24.2,334.5376,330.3745,361.2571,361.2571,0.03,0.05,STOP_HIT,330.3745,-1.0,1,train
MSFT,2023-10-25,BUY,18.6,334.3622,323.3442,348.7271,348.7271,0.03,0.05,STOP_HIT,323.3442,-1.0,1,train
MSFT,2023-11-02,BUY,24.5,343.2873,329.7362,357.7164,357.7164,0.03,0.05,TP2_HIT,357.7164,1.0648,5,train
MSFT,2023-11-09,BUY,24.7,354.9322,342.8696,368.5223,368.5223,0.03,0.05,TP2_HIT,368.5223,1.1266,5,train
MSFT,2023-11-16,BUY,24.7,367.5769,360.9705,381.572,381.572,0.03,0.05,STOP_HIT,360.9705,-1.0,1,train
MSFT,2023-11-27,BUY,24.7,372.2404,363.4261,383.8947,383.8947,0.03,0.05,STOP_HIT,362.8494,-1.0654,5,train
MSFT,2023-12-04,BUY,24.9,360.3524,353.1997,375.8075,375.8075,0.03,0.0,EXPIRED,364.3241,0.5553,20,train
MSFT,2023-12-11,BUY,24.9,364.8614,355.6442,377.5027,377.5027,0.03,0.05,TP2_HIT,377.5027,1.3715,20,train
MSFT,2023-12-21,BUY,25.2,367.6457,357.7494,379.834,379.834,0.03,0.05,TP2_HIT,379.834,1.2316,13,train
MSFT,2023-12-29,BUY,25.4,367.8228,362.5612,379.1529,379.1529,0.03,0.05,STOP_HIT,362.5612,-1.0,1,train
MSFT,2024-01-10,BUY,25.8,379.7669,368.8897,386.1524,386.1524,0.03,0.05,TP2_HIT,386.1524,0.5871,3,train
MSFT,2024-01-18,BUY,25.8,389.3692,378.463,398.8493,398.8493,0.03,0.05,TP2_HIT,398.8493,0.8692,5,train
MSFT,2024-01-25,BUY,25.8,397.8401,388.9776,410.0618,410.0618,0.03,0.05,TP2_HIT,410.0618,1.379,11,train
MSFT,2024-02-02,BUY,25.6,403.2809,393.8012,418.196,418.196,0.03,0.05,STOP_HIT,393.8012,-1.0,11,train
MSFT,2024-02-09,BUY,25.5,413.7687,402.7362,427.684,427.684,0.03,0.05,STOP_HIT,398.0825,-1.4218,2,train
MSFT,2024-02-16,BUY,25.6,397.2634,386.5482,413.1569,413.1569,0.03,0.0,TP2_HIT,413.1569,1.4833,18,train
MSFT,2024-02-26,BUY,25.6,402.1439,391.7658,414.1974,414.1974,0.03,0.05,TP2_HIT,414.1974,1.1614,13,train
MSFT,2024-03-04,BUY,25.7,408.0285,399.3293,421.0725,421.0725,0.03,0.05,STOP_HIT,399.3293,-1.0,1,train
MSFT,2024-03-11,BUY,25.5,401.7793,388.4383,411.6939,411.6939,0.03,0.05,TP2_HIT,411.6939,0.7432,2,train
MSFT,2024-03-18,BUY,25.4,411.843,399.1982,426.7626,426.7626,0.03,0.05,EXPIRED,408.3129,-0.2792,20,train
MSFT,2024-03-25,BUY,25.5,419.3019,405.5651,431.0047,431.0047,0.03,0.0,STOP_HIT,405.5651,-1.0,16,train
MSFT,2024-04-11,BUY,24.9,417.9739,412.4663,433.4541,433.4541,0.03,0.05,STOP_HIT,412.4663,-1.0,2,train
MSFT,2024-06-24,BUY,19.0,442.6241,432.428,454.058,454.058,0.03,0.05,TP2_HIT,454.058,1.1214,7,train
MSFT,2024-07-01,BUY,25.4,447.512,440.5055,464.1459,464.1459,0.03,0.05,STOP_HIT,436.6858,-1.5452,11,train
MSFT,2024-07-09,BUY,25.5,455.2037,444.0582,465.8782,465.8782,0.03,0.0,STOP_HIT,444.0582,-1.0,5,train
MSFT,2024-07-16,BUY,25.6,436.8168,432.5777,458.1174,458.1174,0.03,0.0,STOP_HIT,432.5777,-1.0,2,train
MSFT,2024-07-23,BUY,23.6,434.922,427.3675,454.3132,454.3132,0.03,0.05,STOP_HIT,427.3675,-1.0,1,train
MSFT,2024-10-14,BUY,18.8,417.6327,405.2519,426.3501,426.3501,0.03,0.05,TP2_HIT,426.3501,0.7041,9,train
MSFT,2024-11-14,BUY,19.0,415.2981,408.8678,439.4031,439.4031,0.03,0.05,STOP_HIT,408.8678,-1.0,1,train
MSFT,2024-12-11,BUY,24.8,445.1618,433.4452,459.6764,459.6764,0.03,0.05,STOP_HIT,433.4452,-1.0,5,train
MSFT,2025-01-24,BUY,19.3,420.2826,427.1575,456.667,456.667,0.03,0.05,STOP_HIT,419.9466,-0.0489,1,train
MSFT,2025-05-05,BUY,21.9,429.2595,414.2444,457.672,457.672,0.03,0.05,TP2_HIT,457.672,1.8923,15,val
MSFT,2025-05-12,BUY,22.2,444.7335,428.7513,468.6409,468.6409,0.03,0.05,TP2_HIT,468.6409,1.4959,18,val
MSFT,2025-05-19,BUY,22.4,453.3211,440.6897,476.9265,476.9265,0.03,0.05,TP2_HIT,476.9265,1.8688,17,val
MSFT,2025-06-02,BUY,22.6,459.1718,449.7254,472.0705,472.0705,0.03,0.05,TP2_HIT,472.0705,1.3655,7,val
MSFT,2025-06-09,BUY,22.7,468.8434,461.3997,481.5128,481.5128,0.03,0.05,TP2_HIT,481.5128,1.702,9,val
MSFT,2025-06-16,BUY,22.9,473.0324,468.148,487.339,487.339,0.03,0.05,TP2_HIT,487.339,2.929,5,val
MSFT,2025-06-24,BUY,25.2,489.5896,477.7081,500.0409,500.0409,0.03,0.05,TP2_HIT,500.0409,0.8796,10,val
MSFT,2025-07-03,BUY,25.7,494.903,485.8413,509.4492,509.4492,0.03,0.05,TP2_HIT,509.4492,1.6052,9,val
MSFT,2025-07-11,BUY,26.0,499.0223,490.142,514.1078,514.1078,0.03,0.05,TP2_HIT,514.1078,1.6987,10,val
MSFT,2025-07-18,BUY,26.3,504.1865,497.9047,519.3701,519.3701,0.03,0.05,STOP_HIT,497.9047,-1.0,3,val
MSFT,2025-07-25,BUY,26.4,511.5198,501.0813,523.6254,523.6254,0.03,0.05,TP2_HIT,523.6254,1.1597,4,val
MSFT,2025-08-01,BUY,26.0,525.6391,506.7885,540.1422,540.1422,0.03,0.05,STOP_HIT,506.7885,-1.0,12,val
MSFT,2025-08-12,BUY,25.9,529.46,509.6647,548.2083,548.2083,0.03,0.05,STOP_HIT,509.6647,-1.0,5,val
MSFT,2025-08-19,BUY,25.1,507.0773,489.2067,530.3179,530.3179,0.03,0.0,EXPIRED,507.9079,0.0465,20,val
MSFT,2025-08-29,BUY,19.5,498.7962,493.8063,518.9723,518.9723,0.03,0.05,STOP_HIT,493.8063,-1.0,4,val
MSFT,2025-10-28,BUY,20.3,543.1175,526.808,557.1817,557.1817,0.03,0.05,STOP_HIT,526.808,-1.0,2,val
MSFT,2026-04-17,BUY,22.6,421.4869,407.6293,443.0043,443.0043,0.03,0.05,STOP_HIT,407.6293,-1.0,9,val
MSFT,2026-04-28,BUY,24.1,424.9197,412.6568,451.3743,451.3743,0.03,0.05,STOP_HIT,410.81,-1.1506,2,val
NVDA,2021-07-14,BUY,22.3,19.7724,19.0557,20.7834,20.7834,0.03,0.0,STOP_HIT,19.0557,-1.0,1,train
NVDA,2021-07-21,BUY,21.7,19.6128,18.3862,20.6716,20.6716,0.03,0.05,TP2_HIT,20.6716,0.8632,11,train
NVDA,2021-07-29,BUY,21.9,19.3891,18.5325,21.0632,21.0632,0.03,0.05,TP2_HIT,21.0632,1.9542,17,train
NVDA,2021-08-05,BUY,21.9,20.4935,19.5753,21.9425,21.9425,0.03,0.05,STOP_HIT,19.5753,-1.0,4,train
NVDA,2021-08-12,BUY,22.0,19.8655,18.9959,21.011,21.011,0.03,0.0,STOP_HIT,18.9959,-1.0,4,train
NVDA,2021-08-20,BUY,21.4,20.9398,19.7323,22.15,22.15,0.03,0.05,TP2_HIT,22.15,1.0022,3,train
NVDA,2021-08-27,BUY,21.4,22.796,21.4625,24.08,24.08,0.03,0.05,STOP_HIT,21.1014,-1.2708,15,train
NVDA,2021-09-08,BUY,21.7,22.2716,21.2325,23.7044,23.7044,0.03,0.0,STOP_HIT,21.1014,-1.1261,8,train
NVDA,2021-09-17,BUY,21.6,21.1077,21.0899,22.8724,22.8724,0.03,0.0,STOP_HIT,21.0899,-1.0,1,train
NVDA,2021-09-24,BUY,21.6,21.6815,21.1366,23.2315,23.2315,0.03,0.05,STOP_HIT,21.1366,-1.0,2,train
NVDA,2021-10-07,BUY,19.2,21.0733,19.8942,22.5456,22.5456,0.03,0.05,TP2_HIT,22.5456,1.2487,10,train
NVDA,2021-10-15,BUY,20.0,21.7205,20.8488,23.1053,23.1053,0.03,0.05,TP2_HIT,23.1053,1.5887,6,train
NVDA,2021-10-22,BUY,22.3,22.9429,21.8515,23.7802,23.7802,0.03,0.05,TP2_HIT,23.7802,0.7672,2,train
NVDA,2021-10-29,BUY,22.8,25.6154,24.5116,26.8484,26.8484,0.03,0.05,TP2_HIT,26.8484,1.1171,4,train
NVDA,2021-11-05,BUY,21.2,30.1095,28.0173,31.9185,31.9185,0.03,0.05,TP2_HIT,31.9185,0.8647,2,train
